* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 30, 1, 1
11692, none, windswept:lavender_fields, MONSTER, mutantmonsters:mutant_creeper, 3, 1, 1
11693, none, windswept:lavender_fields, MONSTER, mutantmonsters:mutant_enderman, 3, 1, 1
11694, none, windswept:lavender_fields, MONSTER, mutantmonsters:mutant_skeleton, 3, 1, 1
11695, none, windswept:lavender_fields, MONSTER, mutantmonsters:mutant_zombie, 3, 1, 1
11696, none, windswept:lavender_fields, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
11697, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
11698, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
11699, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
11700, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
11701, none, windswept:lavender_fields, MONSTER, ancient_elements:scamp, 15, 1, 1
11702, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
11703, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
11704, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
11705, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
11706, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
11707, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
11708, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
11709, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
11710, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
11711, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
11712, none, windswept:lavender_fields, MONSTER, ancient_elements:undead_miner, 30, 1, 2
11713, none, windswept:lavender_fields, MONSTER, terramity:uvogre, 10, 1, 1
11714, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
11715, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
11716, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
11717, none, windswept:lavender_fields, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
11718, none, windswept:lavender_fields, CREATURE, minecraft:sheep, 60, 4, 4
11719, none, windswept:lavender_fields, CREATURE, minecraft:rabbit, 30, 4, 4
11720, none, windswept:lavender_fields, CREATURE, minecraft:donkey, 30, 1, 2
11721, none, windswept:lavender_fields, CREATURE, forbidden_arcanus:lost_soul, 5, 1, 3
11722, none, windswept:lavender_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 2
11723, none, windswept:lavender_fields, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
11724, none, windswept:lavender_fields, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
11725, none, windswept:lavender_fields, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
11726, none, windswept:lavender_fields, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
11727, none, windswept:lavender_fields, AMBIENT, minecraft:bat, 30, 8, 8
11728, none, windswept:lavender_fields, AMBIENT, alexsmobs:cockroach, 30, 5, 5
11729, none, windswept:lavender_fields, AMBIENT, alexsmobs:underminer, 50, 1, 1
11730, none, windswept:lavender_fields, AMBIENT, terramity:blue_fairy, 15, 1, 2
11731, none, windswept:lavender_fields, AMBIENT, terramity:cave_gnome, 20, 1, 3
11732, none, windswept:lavender_fields, AMBIENT, terramity:green_fairy, 15, 2, 3
11733, none, windswept:lavender_fields, AMBIENT, terramity:pink_fairy, 15, 1, 2
11734, none, windswept:lavender_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
11735, none, windswept:lavender_fields, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
11736, none, windswept:lavender_fields, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
11737, none, windswept:lavender_fields, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
11738, none, windswept:lavender_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 30, 5, 12
11739, none, windswept:lavender_fields, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
11740, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:spider, 35, 4, 4
11741, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:zombie, 30, 4, 4
11742, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:zombie_villager, 30, 1, 1
11743, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:skeleton, 60, 4, 4
11744, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:creeper, 60, 4, 4
11745, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:slime, 60, 4, 4
11746, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:enderman, 40, 1, 4
11747, extreme_hills, windswept:lavender_hills, MONSTER, minecraft:witch, 30, 1, 1
11748, extreme_hills, windswept:lavender_hills, MONSTER, species:bewereager, 30, 1, 2
11749, extreme_hills, windswept:lavender_hills, MONSTER, species:cliff_hanger, 30, 1, 1
11750, extreme_hills, windswept:lavender_hills, MONSTER, species:ghoul, 15, 1, 1
11751, extreme_hills, windswept:lavender_hills, MONSTER, embers:ancient_golem, 30, 1, 1
11752, extreme_hills, windswept:lavender_hills, MONSTER, crypticfoes:howler, 45, 1, 3
11753, extreme_hills, windswept:lavender_hills, MONSTER, species:limpet, 20, 1, 1
11754, extreme_hills, windswept:lavender_hills, MONSTER, species:quake, 15, 1, 1
11755, extreme_hills, windswept:lavender_hills, MONSTER, species:wicked, 10, 1, 3
11756, extreme_hills, windswept:lavender_hills, MONSTER, alexsmobs:centipede_head, 30, 1, 1
11757, extreme_hills, windswept:lavender_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
11758, extreme_hills, windswept:lavender_hills, MONSTER, alexsmobs:murmur, 30, 1, 1
11759, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
11760, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
11761, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
11762, extreme_hills, windswept:lavender_hills, MONSTER, quark:stoneling, 10, 1, 1
11763, extreme_hills, windswept:lavender_hills, MONSTER, quark:toretoise, 10, 2, 4
11764, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
11765, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
11766, extreme_hills, windswept:lavender_hills, MONSTER, ancient_elements:boulder, 10, 1, 1
11767, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
11768, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
11769, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
11770, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
11771, extreme_hills, windswept:lavender_hills, MONSTER, ancient_elements:dig, 15, 1, 1
11772, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
11773, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
11774, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
11775, extreme_hills, windswept:lavender_hills, MONSTER, ancient_elements:drimble, 5, 1, 1
11776, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
11777, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
11778, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
11779, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
11780, extreme_hills, windswept:lavender_hills, MONSTER, adamsarsplus:mage, 10, 1, 2
11781, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
11782, extreme_hills, windswept:lavender_hills, MONSTER, goety:reaper, 10, 1, 1
11783, extreme_hills, windswept:lavender_hills, MONSTER, goety:wraith, 10, 1, 1
11784, extreme_hills, windswept:lavender_hills, MONSTER, goety:web_spider, 10, 4, 4
11785, extreme_hills, windswept:lavender_hills, MONSTER, goety:warlock, 10, 1, 1
11786, extreme_hills, windswept:lavender_hills, MONSTER, goety:heretic, 10, 1, 1
11787, extreme_hills, windswept:lavender_hills, MONSTER, goety:maverick, 10, 1, 1
11788, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
11789, extreme_hills, windswept:lavender_hills, MONSTER, mowziesmobs:grottol, 30, 1, 1
11790, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
11791, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
11792, extreme_hills, windswept:lavender_hills, MONSTER, mutantmonsters:mutant_creeper, 3, 1, 1
11793, extreme_hills, windswept:lavender_hills, MONSTER, mutantmonsters:mutant_enderman, 3, 1, 1
11794, extreme_hills, windswept:lavender_hills, MONSTER, mutantmonsters:mutant_skeleton, 3, 1, 1
11795, extreme_hills, windswept:lavender_hills, MONSTER, mutantmonsters:mutant_zombie, 3, 1, 1
11796, extreme_hills, windswept:lavender_hills, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
11797, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
11798, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
11799, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
11800, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
11801, extreme_hills, windswept:lavender_hills, MONSTER, ancient_elements:scamp, 15, 1, 1
11802, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
11803, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
11804, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
11805, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
11806, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
11807, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
11808, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
11809, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
11810, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
11811, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
11812, extreme_hills, windswept:lavender_hills, MONSTER, ancient_elements:undead_miner, 30, 1, 2
11813, extreme_hills, windswept:lavender_hills, MONSTER, terramity:uvogre, 10, 1, 1
11814, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
11815, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
11816, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
11817, extreme_hills, windswept:lavender_hills, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
11818, extreme_hills, windswept:lavender_hills, CREATURE, minecraft:sheep, 60, 4, 4
11819, extreme_hills, windswept:lavender_hills, CREATURE, minecraft:rabbit, 30, 4, 4
11820, extreme_hills, windswept:lavender_hills, CREATURE, minecraft:donkey, 30, 1, 2
11821, extreme_hills, windswept:lavender_hills, CREATURE, forbidden_arcanus:lost_soul, 5, 1, 3
11822, extreme_hills, windswept:lavender_hills, CREATURE, alexsmobs:sunbird, 30, 1, 1
11823, extreme_hills, windswept:lavender_hills, CREATURE, quark:shiba, 20, 1, 3
11824, extreme_hills, windswept:lavender_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 2
11825, extreme_hills, windswept:lavender_hills, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
11826, extreme_hills, windswept:lavender_hills, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
11827, extreme_hills, windswept:lavender_hills, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
11828, extreme_hills, windswept:lavender_hills, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
11829, extreme_hills, windswept:lavender_hills, AMBIENT, minecraft:bat, 30, 8, 8
11830, extreme_hills, windswept:lavender_hills, AMBIENT, alexsmobs:cockroach, 30, 5, 5
11831, extreme_hills, windswept:lavender_hills, AMBIENT, alexsmobs:underminer, 50, 1, 1
11832, extreme_hills, windswept:lavender_hills, AMBIENT, terramity:blue_fairy, 15, 1, 2
11833, extreme_hills, windswept:lavender_hills, AMBIENT, terramity:cave_gnome, 20, 1, 3
11834, extreme_hills, windswept:lavender_hills, AMBIENT, terramity:green_fairy, 15, 2, 3
11835, extreme_hills, windswept:lavender_hills, AMBIENT, terramity:pink_fairy, 15, 1, 2
11836, extreme_hills, windswept:lavender_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
11837, extreme_hills, windswept:lavender_hills, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
11838, extreme_hills, windswept:lavender_hills, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
11839, extreme_hills, windswept:lavender_hills, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
11840, extreme_hills, windswept:lavender_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 30, 5, 12
11841, extreme_hills, windswept:lavender_hills, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
11842, none, foolish:ledged_cliffs, MONSTER, species:bewereager, 30, 1, 2
11843, none, foolish:ledged_cliffs, MONSTER, species:cliff_hanger, 30, 1, 1
11844, none, foolish:ledged_cliffs, MONSTER, species:ghoul, 15, 1, 1
11845, none, foolish:ledged_cliffs, MONSTER, embers:ancient_golem, 30, 1, 1
11846, none, foolish:ledged_cliffs, MONSTER, crypticfoes:howler, 45, 1, 3
11847, none, foolish:ledged_cliffs, MONSTER, species:limpet, 20, 1, 1
11848, none, foolish:ledged_cliffs, MONSTER, species:quake, 15, 1, 1
11849, none, foolish:ledged_cliffs, MONSTER, species:wicked, 10, 1, 3
11850, none, foolish:ledged_cliffs, MONSTER, alexsmobs:centipede_head, 30, 1, 1
11851, none, foolish:ledged_cliffs, MONSTER, alexsmobs:farseer, 30, 1, 1
11852, none, foolish:ledged_cliffs, MONSTER, alexsmobs:murmur, 30, 1, 1
11853, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
11854, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
11855, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
11856, none, foolish:ledged_cliffs, MONSTER, quark:stoneling, 10, 1, 1
11857, none, foolish:ledged_cliffs, MONSTER, quark:toretoise, 10, 2, 4
11858, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
11859, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
11860, none, foolish:ledged_cliffs, MONSTER, ancient_elements:boulder, 10, 1, 1
11861, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
11862, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
11863, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
11864, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
11865, none, foolish:ledged_cliffs, MONSTER, ancient_elements:dig, 15, 1, 1
11866, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
11867, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
11868, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
11869, none, foolish:ledged_cliffs, MONSTER, ancient_elements:drimble, 5, 1, 1
11870, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
11871, none, foolish:ledged_cliffs, MONSTER, foolish:great_keenark, 5, 1, 1
11872, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
11873, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
11874, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
11875, none, foolish:ledged_cliffs, MONSTER, adamsarsplus:mage, 10, 1, 2
11876, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
11877, none, foolish:ledged_cliffs, MONSTER, goety:reaper, 10, 1, 1
11878, none, foolish:ledged_cliffs, MONSTER, goety:wraith, 10, 1, 1
11879, none, foolish:ledged_cliffs, MONSTER, goety:web_spider, 10, 4, 4
11880, none, foolish:ledged_cliffs, MONSTER, goety:warlock, 10, 1, 1
11881, none, foolish:ledged_cliffs, MONSTER, goety:heretic, 10, 1, 1
11882, none, foolish:ledged_cliffs, MONSTER, goety:maverick, 10, 1, 1
11883, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
11884, none, foolish:ledged_cliffs, MONSTER, mowziesmobs:grottol, 30, 1, 1
11885, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
11886, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
11887, none, foolish:ledged_cliffs, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
11888, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
11889, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
11890, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
11891, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
11892, none, foolish:ledged_cliffs, MONSTER, ancient_elements:scamp, 15, 1, 1
11893, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
11894, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
11895, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
11896, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
11897, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
11898, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
11899, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
11900, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
11901, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
11902, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
11903, none, foolish:ledged_cliffs, MONSTER, ancient_elements:undead_miner, 30, 1, 2
11904, none, foolish:ledged_cliffs, MONSTER, terramity:uvogre, 10, 1, 1
11905, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
11906, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
11907, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
11908, none, foolish:ledged_cliffs, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
11909, none, foolish:ledged_cliffs, CREATURE, minecraft:cow, 50, 4, 4
11910, none, foolish:ledged_cliffs, CREATURE, minecraft:pig, 55, 4, 4
11911, none, foolish:ledged_cliffs, CREATURE, minecraft:chicken, 50, 8, 8
11912, none, foolish:ledged_cliffs, CREATURE, minecraft:sheep, 60, 4, 4
11913, none, foolish:ledged_cliffs, CREATURE, forbidden_arcanus:lost_soul, 5, 1, 3
11914, none, foolish:ledged_cliffs, CREATURE, ars_nouveau:drygmy, 10, 1, 2
11915, none, foolish:ledged_cliffs, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
11916, none, foolish:ledged_cliffs, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
11917, none, foolish:ledged_cliffs, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
11918, none, foolish:ledged_cliffs, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
11919, none, foolish:ledged_cliffs, AMBIENT, alexsmobs:cockroach, 30, 5, 5
11920, none, foolish:ledged_cliffs, AMBIENT, alexsmobs:underminer, 50, 1, 1
11921, none, foolish:ledged_cliffs, AMBIENT, terramity:blue_fairy, 15, 1, 2
11922, none, foolish:ledged_cliffs, AMBIENT, terramity:cave_gnome, 20, 1, 3
11923, none, foolish:ledged_cliffs, AMBIENT, terramity:green_fairy, 15, 2, 3
11924, none, foolish:ledged_cliffs, AMBIENT, terramity:pink_fairy, 15, 1, 2
11925, none, foolish:ledged_cliffs, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
11926, none, foolish:ledged_cliffs, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
11927, none, foolish:ledged_cliffs, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
11928, none, foolish:ledged_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 30, 5, 12
11929, none, foolish:ledged_cliffs, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
11930, none, galosphere:lichen_caves, MONSTER, minecraft:spider, 35, 4, 4
11931, none, galosphere:lichen_caves, MONSTER, minecraft:zombie, 30, 4, 4
11932, none, galosphere:lichen_caves, MONSTER, minecraft:zombie_villager, 30, 1, 1
11933, none, galosphere:lichen_caves, MONSTER, minecraft:skeleton, 60, 4, 4
11934, none, galosphere:lichen_caves, MONSTER, minecraft:creeper, 60, 4, 4
11935, none, galosphere:lichen_caves, MONSTER, minecraft:slime, 60, 4, 4
11936, none, galosphere:lichen_caves, MONSTER, minecraft:enderman, 40, 1, 4
11937, none, galosphere:lichen_caves, MONSTER, minecraft:witch, 30, 1, 1
11938, none, galosphere:lichen_caves, MONSTER, species:bewereager, 30, 1, 2
11939, none, galosphere:lichen_caves, MONSTER, species:cliff_hanger, 30, 1, 1
11940, none, galosphere:lichen_caves, MONSTER, species:ghoul, 15, 1, 1
11941, none, galosphere:lichen_caves, MONSTER, embers:ancient_golem, 30, 1, 1
11942, none, galosphere:lichen_caves, MONSTER, crypticfoes:howler, 45, 1, 3
11943, none, galosphere:lichen_caves, MONSTER, species:limpet, 20, 1, 1
11944, none, galosphere:lichen_caves, MONSTER, species:quake, 15, 1, 1
11945, none, galosphere:lichen_caves, MONSTER, species:wicked, 10, 1, 3
11946, none, galosphere:lichen_caves, MONSTER, alexsmobs:centipede_head, 30, 1, 1
11947, none, galosphere:lichen_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
11948, none, galosphere:lichen_caves, MONSTER, alexsmobs:murmur, 30, 1, 1
11949, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
11950, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
11951, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
11952, none, galosphere:lichen_caves, MONSTER, quark:stoneling, 10, 1, 1
11953, none, galosphere:lichen_caves, MONSTER, quark:toretoise, 10, 2, 4
11954, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
11955, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
11956, none, galosphere:lichen_caves, MONSTER, ancient_elements:boulder, 10, 1, 1
11957, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
11958, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
11959, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
11960, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
11961, none, galosphere:lichen_caves, MONSTER, ancient_elements:dig, 15, 1, 1
11962, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
11963, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
11964, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
11965, none, galosphere:lichen_caves, MONSTER, ancient_elements:drimble, 5, 1, 1
11966, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
11967, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
11968, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
11969, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
11970, none, galosphere:lichen_caves, MONSTER, adamsarsplus:mage, 10, 1, 2
11971, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
11972, none, galosphere:lichen_caves, MONSTER, goety:reaper, 10, 1, 1
11973, none, galosphere:lichen_caves, MONSTER, goety:wraith, 10, 1, 1
11974, none, galosphere:lichen_caves, MONSTER, goety:web_spider, 10, 4, 4
11975, none, galosphere:lichen_caves, MONSTER, goety:warlock, 10, 1, 1
11976, none, galosphere:lichen_caves, MONSTER, goety:heretic, 10, 1, 1
11977, none, galosphere:lichen_caves, MONSTER, goety:maverick, 10, 1, 1
11978, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
11979, none, galosphere:lichen_caves, MONSTER, mowziesmobs:grottol, 30, 1, 1
